MP3-ПЛЕЙЕР	["8689-N", "141930-N", "144670-N"]	['ЗВУКОВОСПРОИЗВОДЯЩАЯ АППАРАТУРА', 'ПЛЕЙЕР', 'АУДИОПЛЕЙЕР']
P2P-КРЕДИТОВАНИЕ	["144027-N"]	['СОВМЕСТНАЯ ДЕЯТЕЛЬНОСТЬ']
P2P-КРЕДИТОВАНИЕ	["116294-N"]	['ОДОЛЖИТЬ, ДАТЬ В ДОЛГ']
P2P-КРЕДИТОВАНИЕ	["1263-N"]	['ФИНАНСИРОВАНИЕ']
POS-КОМПЬЮТЕР	["4497-N"]	['ТОРГОВОЕ ОБОРУДОВАНИЕ']
POS-КОМПЬЮТЕР	["509-N", "510-N"]	['КОМПЬЮТЕР', 'ЭЛЕКТРОННОЕ ОБОРУДОВАНИЕ']
POS-ОБОРУДОВАНИЕ	["132488-N", "4497-N"]	['ОБОРУДОВАНИЕ ДЛЯ ПРЕДПРИЯТИЙ ТОРГОВЛИ И ОБЩЕСТВЕННОГО ПИТАНИ', 'ТОРГОВОЕ ОБОРУДОВАНИЕ']
POS-ОБОРУДОВАНИЕ	["510-N", "149201-N"]	['ЭЛЕКТРОННОЕ ОБОРУДОВАНИЕ', 'ИНЖЕНЕРНОЕ ОБОРУДОВАНИЕ']
POS-СИСТЕМА	["1216-N", "4497-N"]	['КАССОВЫЙ АППАРАТ', 'ТОРГОВОЕ ОБОРУДОВАНИЕ']
POS-СИСТЕМА	["152208-N", "510-N", "7148-N"]	['ПРОГРАММНО-АППАРАТНЫЙ КОМПЛЕКС', 'ЭЛЕКТРОННОЕ ОБОРУДОВАНИЕ', 'АВТОМАТИЗИРОВАННАЯ СИСТЕМА']
POS-ТЕРМИНАЛ	["1216-N", "4497-N"]	['КАССОВЫЙ АППАРАТ', 'ТОРГОВОЕ ОБОРУДОВАНИЕ']
POS-ТЕРМИНАЛ	["7148-N", "152208-N", "152209-N", "152226-N", "510-N"]	['АВТОМАТИЗИРОВАННАЯ СИСТЕМА', 'ПРОГРАММНО-АППАРАТНЫЙ КОМПЛЕКС', 'ТЕРМИНАЛ (УСТРОЙСТВО)', 'КОМПЬЮТЕРНЫЙ ТЕРМИНАЛ', 'ЭЛЕКТРОННОЕ ОБОРУДОВАНИЕ']
POS-УСТРОЙСТВО	["132488-N", "4497-N"]	['ОБОРУДОВАНИЕ ДЛЯ ПРЕДПРИЯТИЙ ТОРГОВЛИ И ОБЩЕСТВЕННОГО ПИТАНИ', 'ТОРГОВОЕ ОБОРУДОВАНИЕ']
POS-УСТРОЙСТВО	["510-N", "149201-N"]	['ЭЛЕКТРОННОЕ ОБОРУДОВАНИЕ', 'ИНЖЕНЕРНОЕ ОБОРУДОВАНИЕ']
RUSSIA-1	["1372-N", "148775-N"]	['ТЕЛЕВИЗИОННЫЙ КАНАЛ', 'КАНАЛ ВЕЩАНИЯ']
SIEMENS	["7147-N", "7285-N", "7287-N"]	['ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ', 'КОМПАНИЯ-МОНОПОЛИСТ', 'КОНЦЕРН']
SPA-ПРОЦЕДУРА	["152371-N", "7064-N"]	['ОЗДОРОВИТЕЛЬНЫЕ УСЛУГИ', 'ПРЕДОСТАВЛЕНИЕ УСЛУГ']
SPA-САЛОН	["1251-N", "152374-N"]	['ПРЕДПРИЯТИЕ КОММУНАЛЬНО-БЫТОВОГО ОБСЛУЖИВАНИЯ', 'ЦЕНТР КРАСОТЫ И ЗДОРОВЬЯ']
SPA-ЦЕНТР	["1251-N", "152374-N"]	['ПРЕДПРИЯТИЕ КОММУНАЛЬНО-БЫТОВОГО ОБСЛУЖИВАНИЯ', 'ЦЕНТР КРАСОТЫ И ЗДОРОВЬЯ']
SPA	["152371-N", "7064-N"]	['ОЗДОРОВИТЕЛЬНЫЕ УСЛУГИ', 'ПРЕДОСТАВЛЕНИЕ УСЛУГ']
TACIS	["1891-N", "106560-N"]	['МЕЖДУНАРОДНАЯ ОРГАНИЗАЦИЯ', 'ОРГАНИЗАЦИЯ, УЧРЕЖДЕНИЕ']
UNIX	["4508-N", "9225-N"]	['ОПЕРАЦИОННАЯ СИСТЕМА', 'СИСТЕМНЫЕ ПРОГРАММНЫЕ СРЕДСТВА']
VIP-ГОСТИНИЦА	["752-N", "142305-N"]	['ГОСТИНИЦА', 'ЖИЛЬЕ ДЛЯ ТУРИСТОВ']
VIP-КУРОРТ	["1057-N", "590-N", "5039-N"]	['КУРОРТ', 'НАСЕЛЕННЫЙ ПУНКТ', 'ЗОНА ОТДЫХА']
VIP-ОТДЫХ	["115153-N", "1489-N"]	['ПРОБЫТЬ, ПРОВЕСТИ ВРЕМЯ', 'ОТДЫХ']
VIP-ОТЕЛЬ	["752-N", "142305-N"]	['ГОСТИНИЦА', 'ЖИЛЬЕ ДЛЯ ТУРИСТОВ']
VIP-ТУР	["2661-N", "5920-N", "143590-N", "152303-N"]	['ПОЕЗДКА', 'ПУТЕШЕСТВИЕ', 'ТУРИСТИЧЕСКАЯ ПОЕЗДКА', 'АКТИВНЫЙ ОТДЫХ']
WI-FI	["1585-N", "1349-N"]	['КОМПЬЮТЕРНАЯ СЕТЬ', 'ИНФОРМАЦИОННЫЕ КОММУНИКАЦИИ']
WIFI	["1585-N", "1349-N"]	['КОМПЬЮТЕРНАЯ СЕТЬ', 'ИНФОРМАЦИОННЫЕ КОММУНИКАЦИИ']
WIKILEAKS	["6212-N", "134279-N", "525-N"]	['НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ', 'ОРГАНИЗАЦИОННО-ПРАВОВАЯ ФОРМА ПРЕДПРИЯТИЙ', 'ПРЕДПРИЯТИЕ']
WIKILEAKS	["1891-N"]	['МЕЖДУНАРОДНАЯ ОРГАНИЗАЦИЯ']
WINDOWS	["4508-N", "9225-N"]	['ОПЕРАЦИОННАЯ СИСТЕМА', 'СИСТЕМНЫЕ ПРОГРАММНЫЕ СРЕДСТВА']
WORD	["148785-N", "9471-N"]	['ПРИКЛАДНАЯ ПРОГРАММА', 'ТЕКСТОВЫЙ РЕДАКТОР']
АБА	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
АБАЗА	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
АБАЙ	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
АБАКАНЕЦ	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
АБАКАНКА	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
АБАСТУМАНИ	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
АББАЙ	["152701-N", "100022-N"]	['ПРИРОДНЫЙ ВОДОТОК', 'РЕКА']
АББАТИСА	["110094-N", "106606-N", "7365-N"]	['НАСТОЯТЕЛЬ МОНАСТЫРЯ', 'РУКОВОДИТЕЛЬ', 'ХРИСТИАНСКИЙ СВЯЩЕННОСЛУЖИТЕЛЬ']
АБВЕР	["2602-N", "8329-N", "7840-N"]	['РАЗВЕДЫВАТЕЛЬНАЯ ДЕЯТЕЛЬНОСТЬ', 'КОНТРРАЗВЕДКА', 'ВОЕННАЯ РАЗВЕДКА']
АБДОМИНОПЛАСТИКА	["144594-N", "5390-N", "113873-N"]	['КОСМЕТИЧЕСКАЯ ОПЕРАЦИЯ', 'ХИРУРГИЧЕСКАЯ ОПЕРАЦИЯ', 'ПЛАСТИЧЕСКАЯ ОПЕРАЦИЯ']
АБДУЛИНЕЦ	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
АБДУЛИНО	["134530-N", "136806-N"]	['ГОРОД РОССИЙСКОЙ ФЕДЕРАЦИИ', 'ГОРОД ОРЕНБУРГСКОЙ ОБЛАСТИ']
АБЕОКУТА	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
АБИНЧАНИН	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
АБИНЧАНКА	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
АБИССАЛЬ	["130607-N", "106610-N"]	['ГЛУБИНА, ГЛУБОКОЕ МЕСТО', 'ПРОСТРАНСТВО']
АБИССАЛЬ	["133569-N", "130865-N"]	['МОРСКОЕ ДНО', 'ДНО ВОДНОГО ОБЪЕКТА']
АБИССИНЕЦ	["134850-N", "106131-N"]	['СЕМИТЫ', 'ГРУППА НАЦИЙ']
АБИССИНЕЦ	["132681-N", "369-N"]	['НАСЕЛЕНИЕ ГОСУДАРСТВА', 'НАСЕЛЕНИЕ']
АБИССИНКА	["134850-N", "106131-N"]	['СЕМИТЫ', 'ГРУППА НАЦИЙ']
АБИССИНКА	["132681-N", "369-N"]	['НАСЕЛЕНИЕ ГОСУДАРСТВА', 'НАСЕЛЕНИЕ']
АБКАЙК	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
АБЛАКТИРОВАНИЕ	["123841-N", "123844-N"]	['ПРИВИВКА РАСТЕНИЙ', 'ПЕРЕСАДКА ТКАНИ, ОРГАНА']
АБЛАКТИРОВКА	["123841-N", "123844-N"]	['ПРИВИВКА РАСТЕНИЙ', 'ПЕРЕСАДКА ТКАНИ, ОРГАНА']
АБОВЯН	["242-N", "134142-N"]	['ГОРОД', 'ГОРОД АРМЕНИИ']
АБОЛИЦИОНИЗМ	["3490-N", "3142-N"]	['ОБЩЕСТВЕННАЯ ДЕЯТЕЛЬНОСТЬ', 'ОБЩЕСТВЕННОЕ ДВИЖЕНИЕ']
АБОМЕЙ	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
АБОНИРОВАНИЕ	["124889-N", "116303-N"]	['ЗАНЯТЬ (РАСПОЛОЖИТЬСЯ, ПОЛУЧИВ ЧТО-ЛИБО)', 'ПОЛУЧИТЬ В РАСПОРЯЖЕНИЕ']
АБРИКОТИН	["108358-N", "108336-N"]	['ЛИКЕР', 'КРЕПКИЙ АЛКОГОЛЬНЫЙ НАПИТОК']
АБРУКА	["107135-N", "3465-N", "7166-N"]	['ТЕРРИТОРИЯ, УЧАСТОК', 'ОСТРОВ', 'ГЕОГРАФИЧЕСКИЙ ОБЪЕКТ']
АБРУЦЦИ	["105110-N", "2052-N"]	['ОБЛАСТЬ ИТАЛИИ', 'АДМИНИСТРАТИВНО-ТЕРРИТОРИАЛЬНАЯ ЕДИНИЦА']
АБРУЦЦО	["105110-N", "2052-N"]	['ОБЛАСТЬ ИТАЛИИ', 'АДМИНИСТРАТИВНО-ТЕРРИТОРИАЛЬНАЯ ЕДИНИЦА']
АБСЕНТЕИЗМ	["117765-N", "117017-N", "147309-N"]	['УКЛОНИТЬСЯ (ОТКАЗАТЬСЯ)', 'ОТКАЗАТЬСЯ, НЕ СОГЛАСИТЬСЯ', 'НЕУЧАСТИЕ, ОТКАЗ ОТ УЧАСТИЯ']
АБСЕНТЕИЗМ	["118203-N"]	['РАВНОДУШНЫЙ, БЕЗРАЗЛИЧНЫЙ']
АБСЕНТЕИЗМ	["119563-N"]	['МИРОВОЗЗРЕНИЕ']
АБСОЛЮТИЗАЦИЯ	["116115-N"]	['ПРЕУВЕЛИЧИТЬ']
АБСОЛЮТИЗАЦИЯ	["117116-N"]	['ПЕРЕВРАТЬ']
АБСОЛЮТИЗИРОВАНИЕ	["116115-N"]	['ПРЕУВЕЛИЧИТЬ']
АБСОЛЮТИЗИРОВАНИЕ	["117116-N"]	['ПЕРЕВРАТЬ']
АБСОРБЕНТ	["147134-N", "820-N"]	['ФИЗИЧЕСКАЯ СУЩНОСТЬ', 'ВЕЩЕСТВО']
АБСТРАКЦИОНИЗМ	["108333-N", "108817-N"]	['СТИЛЬ В ИСКУССТВЕ', 'МОДЕРНИЗМ']
АБСТРАКЦИОНИСТ	["8848-N", "113185-N", "2720-N"]	['ДЕЯТЕЛЬ ИСКУССТВА', 'ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)', 'АВТОР']
АБСТРАКЦИОНИСТКА	["8848-N", "113185-N", "2720-N"]	['ДЕЯТЕЛЬ ИСКУССТВА', 'ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)', 'АВТОР']
АБСУРДИСТ	["1578-N", "5691-N"]	['ПИСАТЕЛЬ', 'ДРАМАТУРГ']
АБСУРДИСТКА	["1578-N", "5691-N"]	['ПИСАТЕЛЬ', 'ДРАМАТУРГ']
АБСЦИССА	["113292-N", "122047-N"]	['ЧИСЛО (ПОНЯТИЕ МАТЕМАТИКИ)', 'КООРДИНАТА (ЧИСЛО)']
АБУ-ЗААБАЛЬ	["590-N", "7166-N"]	['НАСЕЛЕННЫЙ ПУНКТ', 'ГЕОГРАФИЧЕСКИЙ ОБЪЕКТ']
АВАЛИ	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
АВАЛИСТ	["106857-N", "9064-N"]	['УЧАСТНИК', 'ПОРУЧИТЕЛЬ']
АВАЛЬ	["107542-N", "2966-N"]	['НАДПИСЬ (КОРОТКИЙ ТЕКСТ)', 'ТЕКСТ']
АВАЛЬ	["9063-N", "150684-N", "116527-N"]	['ПОРУЧИТЕЛЬСТВО', 'ГАРАНТИЯ ОСУЩЕСТВЛЕНИЯ', 'РУЧАТЕЛЬСТВО']
АВАНЗАЛ	["108522-N", "106451-N", "106573-N"]	['ФОЙЕ', 'МЕСТО В ПРОСТРАНСТВЕ', 'ПОМЕЩЕНИЕ, ВНУТРЕННОСТЬ ЗДАНИЯ']
АВАНПОРТ	["147133-N", "2525-N"]	['ФИЗИЧЕСКИЙ ОБЪЕКТ', 'СООРУЖЕНИЕ, ПОСТРОЙКА']
АВАНТЮРИН	["109916-N", "109128-N"]	['ПРИРОДНЫЙ СИЛИКАТ', 'КВАРЦ (МИНЕРАЛ)']
АВАРИЙЩИК	["152714-N"]	['ЧЕЛОВЕК ПО РОЛИ']
АВАРИЙЩИК	["2550-N"]	['РАБОТНИК']
АВАРИЙЩИЦА	["152714-N"]	['ЧЕЛОВЕК ПО РОЛИ']
АВАРИЙЩИЦА	["2550-N"]	['РАБОТНИК']
АВАРКОМ	["106857-N", "112319-N"]	['УЧАСТНИК', 'ПОСРЕДНИК']
АВАРУА	["242-N", "590-N", "207-N"]	['ГОРОД', 'НАСЕЛЕННЫЙ ПУНКТ', 'ПОРТ']
АВАЧА	["152701-N", "100022-N"]	['ПРИРОДНЫЙ ВОДОТОК', 'РЕКА']
АВГУСТИНЕЦ	["110866-N", "4545-N", "140521-N", "8760-N"]	['КАТОЛИЧЕСКИЙ МОНАХ', 'КАТОЛИК', 'МОНАХ ОРДЕНА', 'МОНАХ']
АВГУСТИНКА	["110866-N", "4545-N", "140521-N", "8760-N"]	['КАТОЛИЧЕСКИЙ МОНАХ', 'КАТОЛИК', 'МОНАХ ОРДЕНА', 'МОНАХ']
АВДЕЕВКА	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
АВЕЙРУ	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
АВЕЛЬЯНЕДА	["242-N", "590-N", "207-N"]	['ГОРОД', 'НАСЕЛЕННЫЙ ПУНКТ', 'ПОРТ']
АВИАБИЛЕТ	["2699-N", "2428-N", "141099-N"]	['БИЛЕТ НА ПРОЕЗД', 'ДОКУМЕНТ', 'БИЛЕТ (РАЗРЕШИТЕЛЬНЫЙ ДОКУМЕНТ)']
АВИАГАРНИЗОН	["5236-N", "2574-N"]	['ВОЕННЫЙ ГАРНИЗОН', 'ВОИНСКАЯ ЧАСТЬ']
АВИАГОРИЗОНТ	["8158-N", "4150-N", "5383-N", "5411-N"]	['ГИРОСКОП', 'АВИАЦИОННОЕ ОБОРУДОВАНИЕ', 'НАВИГАЦИОННОЕ ОБОРУДОВАНИЕ', 'АЭРОНАВИГАЦИОННОЕ ОБОРУДОВАНИЕ']
АВИАДВИГАТЕЛЕСТРОЕНИЕ	["4919-N", "469-N", "5080-N"]	['СБОРОЧНОЕ ПРОИЗВОДСТВО', 'МАШИНОСТРОЕНИЕ', 'МОТОРОСТРОЕНИЕ']
АВИАДЕБОШ	["125197-N", "126002-N", "125999-N", "107214-N", "121086-N"]	['БЕДОКУРИТЬ, ШКОДНИЧАТЬ', 'БУЙНОЕ ПОВЕДЕНИЕ', 'БУЯНИТЬ, БУЗИТЬ', 'СКАНДАЛ, ССОРА', 'ДРАКА']
АВИАДЕБОШИР	["2149-N", "5252-N"]	['ЧЕЛОВЕК', 'ПЬЯНЫЙ ЧЕЛОВЕК']
АВИАДЕБОШИР	["126000-N", "125998-N"]	['БУЯН, БУЗОТЕР', 'СКАНДАЛИСТ, СКАНДАЛИСТКА']
АВИАДИВИЗИЯ	["3842-N", "789-N"]	['ДИВИЗИЯ', 'ВОЙСКОВОЕ СОЕДИНЕНИЕ']
АВИАДИВИЗИЯ	["137873-N", "2574-N"]	['АВИАЦИОННАЯ ЧАСТЬ', 'ВОИНСКАЯ ЧАСТЬ']
АВИАИНЖЕНЕР	["129959-N", "134744-N"]	['РАБОТНИК ПРОМЫШЛЕННОСТИ', 'АВИАСТРОИТЕЛЬ']
АВИАИНЖЕНЕР	["2391-N", "591-N"]	['ИНЖЕНЕРНО-ТЕХНИЧЕСКИЙ РАБОТНИК', 'ИНЖЕНЕР']
АВИАМЕХАНИК	["129838-N", "4993-N"]	['АВИАЦИОННЫЙ РАБОТНИК', 'ТРАНСПОРТНЫЙ РАБОТНИК']
АВИАМЕХАНИК	["110149-N"]	['МЕХАНИК (РАБОТНИК)']
АВИАМЕХАНИК	["133132-N", "2390-N"]	['ТЕХНИК', 'ТЕХНИЧЕСКИЙ ПЕРСОНАЛ']
АВИАМОДЕЛИЗМ	["113218-N"]	['МОДЕЛИРОВАНИЕ, ИЗГОТОВЛЕНИЕ МОДЕЛЕЙ']
АВИАМОДЕЛИЗМ	["9290-N", "135881-N"]	['ТЕХНИЧЕСКИЕ ВИДЫ СПОРТА', 'АВИАЦИОННЫЙ СПОРТ']
АВИАМОДЕЛИРОВАНИЕ	["113218-N"]	['МОДЕЛИРОВАНИЕ, ИЗГОТОВЛЕНИЕ МОДЕЛЕЙ']
АВИАМОДЕЛИРОВАНИЕ	["9290-N", "135881-N"]	['ТЕХНИЧЕСКИЕ ВИДЫ СПОРТА', 'АВИАЦИОННЫЙ СПОРТ']
АВИАМОДЕЛЬ	["106525-N", "106526-N"]	['МОДЕЛЬ ДЛЯ ИЗГОТОВЛЕНИЯ', 'МОДЕЛЬ, МАКЕТ (УМЕНЬШЕННОЕ ВОСПРОИЗВЕДЕНИЕ)']
